ID,Severity,CWE,Type,Tool,Location,Path,FileName,Line,Status,risk_level,output
85629,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\tree.js,Atom x64\resources\app\apm\lib,,4,False Positive,,
86031,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\search.js,Atom x64\resources\app\apm\lib,,12,False Positive,,
86032,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\search.js,Atom x64\resources\app\apm\lib,,16,False Positive,,
86035,High,79.0,Cross-site Scripting (XSS),ESLint,Atom x64\resources\app\apm\lib\search.js,Atom x64\resources\app\apm\lib,,23,Escalated,,
86039,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\search.js,Atom x64\resources\app\apm\lib,,4,False Positive,,
86042,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\search.js,Atom x64\resources\app\apm\lib,,8,False Positive,,
86043,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\search.js,Atom x64\resources\app\apm\lib,,18,False Positive,,
86046,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\search.js,Atom x64\resources\app\apm\lib,,6,False Positive,,
86051,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\search.js,Atom x64\resources\app\apm\lib,,10,False Positive,,
86052,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\search.js,Atom x64\resources\app\apm\lib,,14,False Positive,,
86060,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\test.js,Atom x64\resources\app\apm\lib,,12,False Positive,,
86061,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\test.js,Atom x64\resources\app\apm\lib,,4,False Positive,,
86062,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\test.js,Atom x64\resources\app\apm\lib,,8,False Positive,,
86064,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\test.js,Atom x64\resources\app\apm\lib,,6,False Positive,,
86065,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\test.js,Atom x64\resources\app\apm\lib,,10,False Positive,,
86066,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\lib\test.js,Atom x64\resources\app\apm\lib,,51,Escalated,,
86067,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\lib\test.js,Atom x64\resources\app\apm\lib,,32,Escalated,,
86068,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\test.js,Atom x64\resources\app\apm\lib,,28,False Positive,,
86070,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\test.js,Atom x64\resources\app\apm\lib,,14,False Positive,,
86071,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\test.js,Atom x64\resources\app\apm\lib,,53,False Positive,,
86072,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\test.js,Atom x64\resources\app\apm\lib,,38,False Positive,,
86073,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\test.js,Atom x64\resources\app\apm\lib,,40,False Positive,,
86075,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\test.js,Atom x64\resources\app\apm\lib,,34,False Positive,,
86077,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\lib\test.js,Atom x64\resources\app\apm\lib,,41,Escalated,,
86078,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\test.js,Atom x64\resources\app\apm\lib,,71,False Positive,,
86079,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\test.js,Atom x64\resources\app\apm\lib,,57,False Positive,,
86187,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\docs.js,Atom x64\resources\app\apm\lib,,6,False Positive,,
86189,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\docs.js,Atom x64\resources\app\apm\lib,,12,False Positive,,
86191,High,697.0,Comparison,ESLint,Atom x64\resources\app\apm\lib\docs.js,Atom x64\resources\app\apm\lib,,40,Escalated,,
86192,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\docs.js,Atom x64\resources\app\apm\lib,,8,False Positive,,
86193,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\docs.js,Atom x64\resources\app\apm\lib,,10,False Positive,,
86197,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\docs.js,Atom x64\resources\app\apm\lib,,4,False Positive,,
86200,High,79.0,Cross-site Scripting (XSS),ESLint,Atom x64\resources\app\apm\lib\docs.js,Atom x64\resources\app\apm\lib,,17,Escalated,,
86214,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\rebuild.js,Atom x64\resources\app\apm\lib,,16,False Positive,,
86215,High,697.0,Comparison,ESLint,Atom x64\resources\app\apm\lib\rebuild.js,Atom x64\resources\app\apm\lib,,40,Escalated,,
86216,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\rebuild.js,Atom x64\resources\app\apm\lib,,24,False Positive,,
86219,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\rebuild.js,Atom x64\resources\app\apm\lib,,44,False Positive,,
86220,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\rebuild.js,Atom x64\resources\app\apm\lib,,6,False Positive,,
86222,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\rebuild.js,Atom x64\resources\app\apm\lib,,18,False Positive,,
86223,High,79.0,Cross-site Scripting (XSS),ESLint,Atom x64\resources\app\apm\lib\rebuild.js,Atom x64\resources\app\apm\lib,,30,Escalated,,
86224,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\rebuild.js,Atom x64\resources\app\apm\lib,,4,False Positive,,
86226,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\rebuild.js,Atom x64\resources\app\apm\lib,,8,False Positive,,
86227,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\rebuild.js,Atom x64\resources\app\apm\lib,,12,False Positive,,
86228,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\rebuild.js,Atom x64\resources\app\apm\lib,,10,False Positive,,
86229,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\rebuild.js,Atom x64\resources\app\apm\lib,,14,False Positive,,
86231,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\rebuild.js,Atom x64\resources\app\apm\lib,,36,False Positive,,
87716,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\lib\command.js,Atom x64\resources\app\apm\lib,,180,Escalated,,
87717,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\command.js,Atom x64\resources\app\apm\lib,,16,False Positive,,
87718,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\command.js,Atom x64\resources\app\apm\lib,,72,False Positive,,
87721,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\command.js,Atom x64\resources\app\apm\lib,,10,False Positive,,
87722,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\command.js,Atom x64\resources\app\apm\lib,,73,False Positive,,
87724,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\command.js,Atom x64\resources\app\apm\lib,,75,False Positive,,
87725,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\command.js,Atom x64\resources\app\apm\lib,,125,False Positive,,
87726,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\command.js,Atom x64\resources\app\apm\lib,,33,False Positive,,
87728,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\command.js,Atom x64\resources\app\apm\lib,,80,False Positive,,
87730,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\command.js,Atom x64\resources\app\apm\lib,,4,False Positive,,
87732,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\lib\command.js,Atom x64\resources\app\apm\lib,,4,Escalated,,
87733,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\command.js,Atom x64\resources\app\apm\lib,,57,False Positive,,
87734,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\command.js,Atom x64\resources\app\apm\lib,,81,False Positive,,
87735,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\command.js,Atom x64\resources\app\apm\lib,,14,False Positive,,
87740,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\lib\command.js,Atom x64\resources\app\apm\lib,,119,Escalated,,
87741,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\command.js,Atom x64\resources\app\apm\lib,,119,False Positive,,
87742,High,697.0,Comparison,ESLint,Atom x64\resources\app\apm\lib\command.js,Atom x64\resources\app\apm\lib,,161,Escalated,,
87745,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\command.js,Atom x64\resources\app\apm\lib,,83,False Positive,,
87747,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\command.js,Atom x64\resources\app\apm\lib,,48,False Positive,,
87756,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\lib\command.js,Atom x64\resources\app\apm\lib,,182,Escalated,,
87758,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\command.js,Atom x64\resources\app\apm\lib,,8,False Positive,,
87760,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\command.js,Atom x64\resources\app\apm\lib,,6,False Positive,,
87762,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\lib\command.js,Atom x64\resources\app\apm\lib,,179,Escalated,,
87763,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\command.js,Atom x64\resources\app\apm\lib,,177,False Positive,,
87764,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\command.js,Atom x64\resources\app\apm\lib,,40,False Positive,,
87766,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\command.js,Atom x64\resources\app\apm\lib,,135,False Positive,,
87772,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\command.js,Atom x64\resources\app\apm\lib,,12,False Positive,,
88061,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\lib\uninstall.js,Atom x64\resources\app\apm\lib,,79,False Positive,,
88063,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\uninstall.js,Atom x64\resources\app\apm\lib,,81,False Positive,,
88065,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\lib\uninstall.js,Atom x64\resources\app\apm\lib,,100,Escalated,,
88071,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\uninstall.js,Atom x64\resources\app\apm\lib,,14,False Positive,,
88073,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\uninstall.js,Atom x64\resources\app\apm\lib,,20,False Positive,,
88074,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\uninstall.js,Atom x64\resources\app\apm\lib,,4,False Positive,,
88081,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\uninstall.js,Atom x64\resources\app\apm\lib,,6,False Positive,,
88083,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\lib\uninstall.js,Atom x64\resources\app\apm\lib,,36,Escalated,,
88085,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\uninstall.js,Atom x64\resources\app\apm\lib,,8,False Positive,,
88087,High,79.0,Cross-site Scripting (XSS),ESLint,Atom x64\resources\app\apm\lib\uninstall.js,Atom x64\resources\app\apm\lib,,27,Escalated,,
88089,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\uninstall.js,Atom x64\resources\app\apm\lib,,18,False Positive,,
88090,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\uninstall.js,Atom x64\resources\app\apm\lib,,83,False Positive,,
88091,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\lib\uninstall.js,Atom x64\resources\app\apm\lib,,88,Escalated,,
88092,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\uninstall.js,Atom x64\resources\app\apm\lib,,12,False Positive,,
88093,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\uninstall.js,Atom x64\resources\app\apm\lib,,16,False Positive,,
88094,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\uninstall.js,Atom x64\resources\app\apm\lib,,22,False Positive,,
88096,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\uninstall.js,Atom x64\resources\app\apm\lib,,10,False Positive,,
88219,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\script\bundled-node-version.js,Atom x64\resources\app\apm\script,,1,Escalated,,
88220,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\script\bundled-node-version.js,Atom x64\resources\app\apm\script,,4,Escalated,,
88221,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\script\bundled-node-version.js,Atom x64\resources\app\apm\script,,15,Escalated,,
88222,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\bundled-node-version.js,Atom x64\resources\app\apm\script,,1,False Positive,,
88223,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\bundled-node-version.js,Atom x64\resources\app\apm\script,,3,False Positive,,
88362,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\list.js,Atom x64\resources\app\apm\lib,,12,False Positive,,
88367,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\list.js,Atom x64\resources\app\apm\lib,,4,False Positive,,
88371,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\lib\list.js,Atom x64\resources\app\apm\lib,,196,Escalated,,
88376,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\list.js,Atom x64\resources\app\apm\lib,,10,False Positive,,
88377,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\list.js,Atom x64\resources\app\apm\lib,,22,False Positive,,
88378,High,697.0,Comparison,ESLint,Atom x64\resources\app\apm\lib\list.js,Atom x64\resources\app\apm\lib,,29,Escalated,,
88379,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\lib\list.js,Atom x64\resources\app\apm\lib,,113,False Positive,,
88383,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\lib\list.js,Atom x64\resources\app\apm\lib,,95,Escalated,,
88384,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\lib\list.js,Atom x64\resources\app\apm\lib,,97,Escalated,,
88387,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\list.js,Atom x64\resources\app\apm\lib,,6,False Positive,,
88398,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\list.js,Atom x64\resources\app\apm\lib,,18,False Positive,,
88399,High,697.0,Comparison,ESLint,Atom x64\resources\app\apm\lib\list.js,Atom x64\resources\app\apm\lib,,126,Escalated,,
88402,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\list.js,Atom x64\resources\app\apm\lib,,20,False Positive,,
88407,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\lib\list.js,Atom x64\resources\app\apm\lib,,63,False Positive,,
88408,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\list.js,Atom x64\resources\app\apm\lib,,8,False Positive,,
88410,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\lib\list.js,Atom x64\resources\app\apm\lib,,31,Escalated,,
88413,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\lib\list.js,Atom x64\resources\app\apm\lib,,128,Escalated,,
88414,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\list.js,Atom x64\resources\app\apm\lib,,16,False Positive,,
88419,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\list.js,Atom x64\resources\app\apm\lib,,14,False Positive,,
88420,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\lib\list.js,Atom x64\resources\app\apm\lib,,187,Escalated,,
88463,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\lib\fs.js,Atom x64\resources\app\apm\lib,,21,Escalated,,
88464,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\fs.js,Atom x64\resources\app\apm\lib,,6,False Positive,,
88465,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\fs.js,Atom x64\resources\app\apm\lib,,14,False Positive,,
88466,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\lib\fs.js,Atom x64\resources\app\apm\lib,,48,Escalated,,
88467,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\lib\fs.js,Atom x64\resources\app\apm\lib,,56,Escalated,,
88472,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\fs.js,Atom x64\resources\app\apm\lib,,8,False Positive,,
88473,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\lib\fs.js,Atom x64\resources\app\apm\lib,,59,Escalated,,
88474,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\fs.js,Atom x64\resources\app\apm\lib,,4,False Positive,,
88475,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\fs.js,Atom x64\resources\app\apm\lib,,10,False Positive,,
88476,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\fs.js,Atom x64\resources\app\apm\lib,,12,False Positive,,
88477,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\fs.js,Atom x64\resources\app\apm\lib,,54,False Positive,,
89031,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\text-mate-theme.js,Atom x64\resources\app\apm\lib,,4,False Positive,,
89034,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\lib\text-mate-theme.js,Atom x64\resources\app\apm\lib,,150,False Positive,,
89038,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\lib\text-mate-theme.js,Atom x64\resources\app\apm\lib,,50,False Positive,,
89041,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\lib\text-mate-theme.js,Atom x64\resources\app\apm\lib,,24,False Positive,,
89042,High,185.0,Detect non literal regexp,ESLint,Atom x64\resources\app\apm\lib\text-mate-theme.js,Atom x64\resources\app\apm\lib,,74,Escalated,,
89043,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\lib\text-mate-theme.js,Atom x64\resources\app\apm\lib,,73,Escalated,,
89044,High,77.0,Command Injection,ESLint,Atom x64\resources\app\apm\lib\text-mate-theme.js,Atom x64\resources\app\apm\lib,,53,Escalated,,
89048,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\text-mate-theme.js,Atom x64\resources\app\apm\lib,,8,False Positive,,
89049,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\text-mate-theme.js,Atom x64\resources\app\apm\lib,,6,False Positive,,
89050,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\lib\text-mate-theme.js,Atom x64\resources\app\apm\lib,,10,False Positive,,
89546,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\download-node.js,Atom x64\resources\app\apm\script,,75,False Positive,,
89547,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\download-node.js,Atom x64\resources\app\apm\script,,57,False Positive,,
89548,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\download-node.js,Atom x64\resources\app\apm\script,,98,False Positive,,
89549,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\download-node.js,Atom x64\resources\app\apm\script,,102,False Positive,,
89552,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\script\download-node.js,Atom x64\resources\app\apm\script,,65,Escalated,,
89553,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\download-node.js,Atom x64\resources\app\apm\script,,30,False Positive,,
89555,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\script\download-node.js,Atom x64\resources\app\apm\script,,83,Escalated,,
89556,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\script\download-node.js,Atom x64\resources\app\apm\script,,23,Escalated,,
89557,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\download-node.js,Atom x64\resources\app\apm\script,,18,False Positive,,
89558,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\download-node.js,Atom x64\resources\app\apm\script,,79,False Positive,,
89559,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\download-node.js,Atom x64\resources\app\apm\script,,4,False Positive,,
89560,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\download-node.js,Atom x64\resources\app\apm\script,,15,False Positive,,
89561,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\download-node.js,Atom x64\resources\app\apm\script,,104,False Positive,,
89562,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\download-node.js,Atom x64\resources\app\apm\script,,2,False Positive,,
89563,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\download-node.js,Atom x64\resources\app\apm\script,,6,False Positive,,
89564,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\download-node.js,Atom x64\resources\app\apm\script,,3,False Positive,,
89565,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\download-node.js,Atom x64\resources\app\apm\script,,49,False Positive,,
89566,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\download-node.js,Atom x64\resources\app\apm\script,,7,False Positive,,
89567,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\download-node.js,Atom x64\resources\app\apm\script,,10,False Positive,,
89568,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\download-node.js,Atom x64\resources\app\apm\script,,17,False Positive,,
89569,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\download-node.js,Atom x64\resources\app\apm\script,,9,False Positive,,
89570,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\download-node.js,Atom x64\resources\app\apm\script,,72,False Positive,,
89571,High,22.0,Path Traversal,ESLint,Atom x64\resources\app\apm\script\download-node.js,Atom x64\resources\app\apm\script,,98,Escalated,,
89572,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\download-node.js,Atom x64\resources\app\apm\script,,87,False Positive,,
89573,Medium,665.0,Initialization,ESLint,Atom x64\resources\app\apm\script\download-node.js,Atom x64\resources\app\apm\script,,1,False Positive,,
